!Alpha: 0.700000!Shared Interactions vs Total Sequence Similarity: 9317 81.234763
!Global Score: 6546.270428924702
7227.FBpp0298351 9606.ENSP00000386444
7227.FBpp0086076 9606.ENSP00000303585
7227.FBpp0078978 9606.ENSP00000297431
7227.FBpp0077433 9606.ENSP00000364709
7227.FBpp0075247 9606.ENSP00000352657
7227.FBpp0082025 9606.ENSP00000229319
7227.FBpp0091075 9606.ENSP00000311368
7227.FBpp0084614 9606.ENSP00000367934
7227.FBpp0072097 9606.ENSP00000348461
7227.FBpp0073004 9606.ENSP00000354910
7227.FBpp0303473 9606.ENSP00000264156
7227.FBpp0086115 9606.ENSP00000372023
7227.FBpp0080808 9606.ENSP00000344456
7227.FBpp0076227 9606.ENSP00000337289
7227.FBpp0088115 9606.ENSP00000430684
7227.FBpp0082849 9606.ENSP00000355657
7227.FBpp0085308 9606.ENSP00000198767
7227.FBpp0071596 9606.ENSP00000013807
7227.FBpp0305600 9606.ENSP00000291552
7227.FBpp0298005 9606.ENSP00000307863
7227.FBpp0304202 9606.ENSP00000426909
7227.FBpp0085100 9606.ENSP00000044462
7227.FBpp0075422 9606.ENSP00000253003
7227.FBpp0304481 9606.ENSP00000248566
7227.FBpp0087127 9606.ENSP00000272930
7227.FBpp0076458 9606.ENSP00000346063
7227.FBpp0086701 9606.ENSP00000296674
7227.FBpp0071888 9606.ENSP00000379931
7227.FBpp0087045 9606.ENSP00000382392
7227.FBpp0085254 9606.ENSP00000444856
7227.FBpp0070723 9606.ENSP00000285021
7227.FBpp0077396 9606.ENSP00000225428
7227.FBpp0075369 9606.ENSP00000336552
7227.FBpp0074131 9606.ENSP00000293379
7227.FBpp0305117 9606.ENSP00000262030
7227.FBpp0289099 9606.ENSP00000450281
7227.FBpp0100182 9606.ENSP00000354813
7227.FBpp0082139 9606.ENSP00000276390
7227.FBpp0077722 9606.ENSP00000263205
7227.FBpp0072503 9606.ENSP00000376792
7227.FBpp0071049 9606.ENSP00000223369
7227.FBpp0080389 9606.ENSP00000222547
7227.FBpp0077679 9606.ENSP00000325817
7227.FBpp0305952 9606.ENSP00000343526
7227.FBpp0111775 9606.ENSP00000441875
7227.FBpp0073940 9606.ENSP00000405890
7227.FBpp0083419 9606.ENSP00000302239
7227.FBpp0074514 9606.ENSP00000337688
7227.FBpp0071848 9606.ENSP00000181839
7227.FBpp0086063 9606.ENSP00000362153
7227.FBpp0091081 9606.ENSP00000303373
7227.FBpp0074525 9606.ENSP00000261017
7227.FBpp0087256 9606.ENSP00000265023
7227.FBpp0290929 9606.ENSP00000348089
7227.FBpp0073651 9606.ENSP00000371169
7227.FBpp0079875 9606.ENSP00000267377
7227.FBpp0073822 9606.ENSP00000278823
7227.FBpp0070413 9606.ENSP00000297012
7227.FBpp0079812 9606.ENSP00000262105
7227.FBpp0078996 9606.ENSP00000362820
7227.FBpp0072788 9606.ENSP00000317691
7227.FBpp0082591 9606.ENSP00000301788
7227.FBpp0078342 9606.ENSP00000262187
7227.FBpp0086013 9606.ENSP00000364119
7227.FBpp0087865 9606.ENSP00000360828
7227.FBpp0085724 9606.ENSP00000284811
7227.FBpp0111569 9606.ENSP00000263464
7227.FBpp0086769 9606.ENSP00000357535
7227.FBpp0073297 9606.ENSP00000258198
7227.FBpp0087760 9606.ENSP00000405573
7227.FBpp0089163 9606.ENSP00000339353
7227.FBpp0079148 9606.ENSP00000418447
7227.FBpp0076098 9606.ENSP00000370938
7227.FBpp0075609 9606.ENSP00000233893
7227.FBpp0079113 9606.ENSP00000264187
7227.FBpp0089182 9606.ENSP00000367869
7227.FBpp0076826 9606.ENSP00000464814
7227.FBpp0074851 9606.ENSP00000367705
7227.FBpp0113106 9606.ENSP00000328216
7227.FBpp0072036 9606.ENSP00000368104
7227.FBpp0076749 9606.ENSP00000220809
7227.FBpp0076550 9606.ENSP00000294008
7227.FBpp0080143 9606.ENSP00000380531
7227.FBpp0305498 9606.ENSP00000377793
7227.FBpp0289654 9606.ENSP00000216254
7227.FBpp0084659 9606.ENSP00000265728
7227.FBpp0110299 9606.ENSP00000363921
7227.FBpp0082011 9606.ENSP00000339917
7227.FBpp0303766 9606.ENSP00000349430
7227.FBpp0305289 9606.ENSP00000343313
7227.FBpp0073989 9606.ENSP00000359910
7227.FBpp0078664 9606.ENSP00000386541
7227.FBpp0304059 9606.ENSP00000261601
7227.FBpp0074500 9606.ENSP00000288666
7227.FBpp0083376 9606.ENSP00000431822
7227.FBpp0086098 9606.ENSP00000362688
7227.FBpp0087216 9606.ENSP00000256474
7227.FBpp0071553 9606.ENSP00000310596
7227.FBpp0084549 9606.ENSP00000358997
7227.FBpp0303146 9606.ENSP00000366395
7227.FBpp0301731 9606.ENSP00000405965
7227.FBpp0303825 9606.ENSP00000237889
7227.FBpp0305699 9606.ENSP00000309457
7227.FBpp0078721 9606.ENSP00000442656
7227.FBpp0082276 9606.ENSP00000324856
7227.FBpp0072101 9606.ENSP00000306772
7227.FBpp0077925 9606.ENSP00000222725
7227.FBpp0297101 9606.ENSP00000280701
7227.FBpp0085250 9606.ENSP00000296417
7227.FBpp0074374 9606.ENSP00000268053
7227.FBpp0076635 9606.ENSP00000312244
7227.FBpp0071593 9606.ENSP00000257245
7227.FBpp0305663 9606.ENSP00000220913
7227.FBpp0302921 9606.ENSP00000295797
7227.FBpp0071670 9606.ENSP00000303830
7227.FBpp0291002 9606.ENSP00000332194
7227.FBpp0303474 9606.ENSP00000365435
7227.FBpp0086578 9606.ENSP00000362361
7227.FBpp0073648 9606.ENSP00000382133
7227.FBpp0085431 9606.ENSP00000343741
7227.FBpp0078977 9606.ENSP00000358158
7227.FBpp0305673 9606.ENSP00000359531
7227.FBpp0081216 9606.ENSP00000314949
7227.FBpp0084931 9606.ENSP00000338018
7227.FBpp0083516 9606.ENSP00000357858
7227.FBpp0080997 9606.ENSP00000263657
7227.FBpp0079041 9606.ENSP00000288937
7227.FBpp0086066 9606.ENSP00000271308
7227.FBpp0070646 9606.ENSP00000264279
7227.FBpp0070143 9606.ENSP00000338413
7227.FBpp0300652 9606.ENSP00000309334
7227.FBpp0084617 9606.ENSP00000311430
7227.FBpp0072094 9606.ENSP00000355315
7227.FBpp0081860 9606.ENSP00000333401
7227.FBpp0087124 9606.ENSP00000304350
7227.FBpp0077381 9606.ENSP00000384211
7227.FBpp0086107 9606.ENSP00000363322
7227.FBpp0080412 9606.ENSP00000261597
7227.FBpp0075348 9606.ENSP00000347978
7227.FBpp0078066 9606.ENSP00000319531
7227.FBpp0300803 9606.ENSP00000217652
7227.FBpp0303562 9606.ENSP00000269848
7227.FBpp0074517 9606.ENSP00000366620
7227.FBpp0087506 9606.ENSP00000345771
7227.FBpp0087063 9606.ENSP00000264883
7227.FBpp0074528 9606.ENSP00000265351
7227.FBpp0076457 9606.ENSP00000246548
7227.FBpp0084574 9606.ENSP00000337641
7227.FBpp0100175 9606.ENSP00000355046
7227.FBpp0072975 9606.ENSP00000263774
7227.FBpp0083646 9606.ENSP00000292807
7227.FBpp0301847 9606.ENSP00000263354
7227.FBpp0072020 9606.ENSP00000361433
7227.FBpp0086935 9606.ENSP00000261908
7227.FBpp0086475 9606.ENSP00000315925
7227.FBpp0297991 9606.ENSP00000443988
7227.FBpp0081466 9606.ENSP00000349205
7227.FBpp0089135 9606.ENSP00000365025
7227.FBpp0086599 9606.ENSP00000316990
7227.FBpp0305937 9606.ENSP00000352900
7227.FBpp0087257 9606.ENSP00000308938
7227.FBpp0082843 9606.ENSP00000342098
7227.FBpp0290511 9606.ENSP00000328940
7227.FBpp0074025 9606.ENSP00000297265
7227.FBpp0081282 9606.ENSP00000298532
7227.FBpp0070935 9606.ENSP00000396620
7227.FBpp0083962 9606.ENSP00000322439
7227.FBpp0081431 9606.ENSP00000334458
7227.FBpp0304876 9606.ENSP00000291295
7227.FBpp0085736 9606.ENSP00000264932
7227.FBpp0087757 9606.ENSP00000360525
7227.FBpp0079514 9606.ENSP00000354633
7227.FBpp0078205 9606.ENSP00000274400
7227.FBpp0085809 9606.ENSP00000402515
7227.FBpp0303270 9606.ENSP00000219313
7227.FBpp0084989 9606.ENSP00000361206
7227.FBpp0081614 9606.ENSP00000379339
7227.FBpp0070913 9606.ENSP00000310071
7227.FBpp0070403 9606.ENSP00000311135
7227.FBpp0082511 9606.ENSP00000378529
7227.FBpp0304788 9606.ENSP00000379217
7227.FBpp0083572 9606.ENSP00000395772
7227.FBpp0076824 9606.ENSP00000355966
7227.FBpp0084267 9606.ENSP00000331487
7227.FBpp0081956 9606.ENSP00000364802
7227.FBpp0074462 9606.ENSP00000394791
7227.FBpp0291454 9606.ENSP00000262519
7227.FBpp0084907 9606.ENSP00000349142
7227.FBpp0086012 9606.ENSP00000259037
7227.FBpp0087764 9606.ENSP00000286788
7227.FBpp0079874 9606.ENSP00000363205
7227.FBpp0085363 9606.ENSP00000265565
7227.FBpp0077060 9606.ENSP00000178640
7227.FBpp0071222 9606.ENSP00000323421
7227.FBpp0085891 9606.ENSP00000408617
7227.FBpp0302536 9606.ENSP00000436786
7227.FBpp0087224 9606.ENSP00000308541
7227.FBpp0077378 9606.ENSP00000352918
7227.FBpp0087082 9606.ENSP00000362352
7227.FBpp0078086 9606.ENSP00000296223
7227.FBpp0077251 9606.ENSP00000333001
7227.FBpp0079262 9606.ENSP00000346340
7227.FBpp0085042 9606.ENSP00000217958
7227.FBpp0087608 9606.ENSP00000386717
7227.FBpp0085166 9606.ENSP00000202773
7227.FBpp0080638 9606.ENSP00000387006
7227.FBpp0076112 9606.ENSP00000415634
7227.FBpp0291670 9606.ENSP00000360412
7227.FBpp0077489 9606.ENSP00000259512
7227.FBpp0294035 9606.ENSP00000290158
7227.FBpp0087536 9606.ENSP00000381823
7227.FBpp0305286 9606.ENSP00000378504
7227.FBpp0300790 9606.ENSP00000351446
7227.FBpp0100181 9606.ENSP00000355206
7227.FBpp0078662 9606.ENSP00000456832
7227.FBpp0077962 9606.ENSP00000299421
7227.FBpp0074080 9606.ENSP00000342300
7227.FBpp0297083 9606.ENSP00000309539
7227.FBpp0076326 9606.ENSP00000334876
7227.FBpp0070679 9606.ENSP00000369134
7227.FBpp0110179 9606.ENSP00000361993
7227.FBpp0082755 9606.ENSP00000410076
7227.FBpp0075097 9606.ENSP00000296140
7227.FBpp0074529 9606.ENSP00000349960
7227.FBpp0076076 9606.ENSP00000327647
7227.FBpp0091072 9606.ENSP00000369411
7227.FBpp0073120 9606.ENSP00000296273
7227.FBpp0080803 9606.ENSP00000354522
7227.FBpp0076869 9606.ENSP00000263780
7227.FBpp0078427 9606.ENSP00000355601
7227.FBpp0083514 9606.ENSP00000411532
7227.FBpp0083766 9606.ENSP00000395574
7227.FBpp0080052 9606.ENSP00000366519
7227.FBpp0076238 9606.ENSP00000300151
7227.FBpp0302563 9606.ENSP00000463847
7227.FBpp0070483 9606.ENSP00000345530
7227.FBpp0081845 9606.ENSP00000435096
7227.FBpp0072801 9606.ENSP00000311028
7227.FBpp0076589 9606.ENSP00000338389
7227.FBpp0070141 9606.ENSP00000434614
7227.FBpp0073524 9606.ENSP00000333837
7227.FBpp0084616 9606.ENSP00000362208
7227.FBpp0078971 9606.ENSP00000358812
7227.FBpp0085379 9606.ENSP00000253237
7227.FBpp0289511 9606.ENSP00000349297
7227.FBpp0303184 9606.ENSP00000326813
7227.FBpp0073538 9606.ENSP00000382595
7227.FBpp0111893 9606.ENSP00000272298
7227.FBpp0077720 9606.ENSP00000246957
7227.FBpp0073267 9606.ENSP00000294172
7227.FBpp0071262 9606.ENSP00000390475
7227.FBpp0077676 9606.ENSP00000296490
7227.FBpp0074516 9606.ENSP00000291386
7227.FBpp0071794 9606.ENSP00000282050
7227.FBpp0297878 9606.ENSP00000297564
7227.FBpp0080329 9606.ENSP00000452549
7227.FBpp0086069 9606.ENSP00000346155
7227.FBpp0072743 9606.ENSP00000216297
7227.FBpp0081725 9606.ENSP00000221233
7227.FBpp0110219 9606.ENSP00000354923
7227.FBpp0290815 9606.ENSP00000299821
7227.FBpp0084498 9606.ENSP00000256646
7227.FBpp0080552 9606.ENSP00000297135
7227.FBpp0075793 9606.ENSP00000248846
7227.FBpp0291079 9606.ENSP00000294785
7227.FBpp0110433 9606.ENSP00000262506
7227.FBpp0078142 9606.ENSP00000361310
7227.FBpp0079495 9606.ENSP00000265044
7227.FBpp0070643 9606.ENSP00000262225
7227.FBpp0072081 9606.ENSP00000336702
7227.FBpp0083150 9606.ENSP00000406751
7227.FBpp0296952 9606.ENSP00000358983
7227.FBpp0085138 9606.ENSP00000311429
7227.FBpp0087756 9606.ENSP00000310842
7227.FBpp0078358 9606.ENSP00000196371
7227.FBpp0072615 9606.ENSP00000356319
7227.FBpp0074679 9606.ENSP00000263980
7227.FBpp0070914 9606.ENSP00000355518
7227.FBpp0075605 9606.ENSP00000280706
7227.FBpp0087765 9606.ENSP00000340879
7227.FBpp0078413 9606.ENSP00000366244
7227.FBpp0074709 9606.ENSP00000347232
7227.FBpp0086354 9606.ENSP00000391669
7227.FBpp0300515 9606.ENSP00000362900
7227.FBpp0086647 9606.ENSP00000262415
7227.FBpp0073558 9606.ENSP00000210313
7227.FBpp0304879 9606.ENSP00000359345
7227.FBpp0084242 9606.ENSP00000331019
7227.FBpp0082513 9606.ENSP00000354201
7227.FBpp0082153 9606.ENSP00000396673
7227.FBpp0070402 9606.ENSP00000366557
7227.FBpp0302767 9606.ENSP00000386896
7227.FBpp0074584 9606.ENSP00000246554
7227.FBpp0084775 9606.ENSP00000354876
7227.FBpp0070885 9606.ENSP00000423673
7227.FBpp0079839 9606.ENSP00000332247
7227.FBpp0085721 9606.ENSP00000341289
7227.FBpp0305720 9606.ENSP00000364979
7227.FBpp0070415 9606.ENSP00000443900
7227.FBpp0083966 9606.ENSP00000229794
7227.FBpp0086971 9606.ENSP00000448035
7227.FBpp0293232 9606.ENSP00000263208
7227.FBpp0073018 9606.ENSP00000303427
7227.FBpp0076831 9606.ENSP00000369716
7227.FBpp0302981 9606.ENSP00000262942
7227.FBpp0073385 9606.ENSP00000225916
7227.FBpp0070861 9606.ENSP00000319104
7227.FBpp0076890 9606.ENSP00000310572
7227.FBpp0291653 9606.ENSP00000287038
7227.FBpp0074086 9606.ENSP00000470004
7227.FBpp0070894 9606.ENSP00000304697
7227.FBpp0086096 9606.ENSP00000326981
7227.FBpp0082231 9606.ENSP00000423067
7227.FBpp0087969 9606.ENSP00000457299
7227.FBpp0087897 9606.ENSP00000264414
7227.FBpp0070859 9606.ENSP00000271628
7227.FBpp0078083 9606.ENSP00000297283
7227.FBpp0100186 9606.ENSP00000354554
7227.FBpp0087203 9606.ENSP00000258301
7227.FBpp0071226 9606.ENSP00000299300
7227.FBpp0076111 9606.ENSP00000258341
7227.FBpp0085176 9606.ENSP00000262160
7227.FBpp0080148 9606.ENSP00000268124
7227.FBpp0077549 9606.ENSP00000264202
7227.FBpp0076320 9606.ENSP00000348634
7227.FBpp0084559 9606.ENSP00000392828
7227.FBpp0077616 9606.ENSP00000427802
7227.FBpp0077965 9606.ENSP00000438349
7227.FBpp0085156 9606.ENSP00000328236
7227.FBpp0085167 9606.ENSP00000302327
7227.FBpp0082957 9606.ENSP00000394008
7227.FBpp0079470 9606.ENSP00000407436
7227.FBpp0073344 9606.ENSP00000321606
7227.FBpp0112608 9606.ENSP00000358795
7227.FBpp0077259 9606.ENSP00000320566
7227.FBpp0071072 9606.ENSP00000371973
7227.FBpp0099824 9606.ENSP00000223029
7227.FBpp0075891 9606.ENSP00000236147
7227.FBpp0085443 9606.ENSP00000302564
7227.FBpp0112484 9606.ENSP00000318351
7227.FBpp0079769 9606.ENSP00000375736
7227.FBpp0072803 9606.ENSP00000215832
7227.FBpp0072602 9606.ENSP00000360683
7227.FBpp0074065 9606.ENSP00000348706
7227.FBpp0084610 9606.ENSP00000411825
7227.FBpp0074902 9606.ENSP00000303088
7227.FBpp0073083 9606.ENSP00000281453
7227.FBpp0073173 9606.ENSP00000311032
7227.FBpp0084144 9606.ENSP00000259239
7227.FBpp0075425 9606.ENSP00000305682
7227.FBpp0075941 9606.ENSP00000373404
7227.FBpp0072083 9606.ENSP00000354739
7227.FBpp0077309 9606.ENSP00000345957
7227.FBpp0079752 9606.ENSP00000346022
7227.FBpp0087921 9606.ENSP00000354340
7227.FBpp0076244 9606.ENSP00000308717
7227.FBpp0071923 9606.ENSP00000394869
7227.FBpp0074565 9606.ENSP00000273480
7227.FBpp0113107 9606.ENSP00000314193
7227.FBpp0111322 9606.ENSP00000322396
7227.FBpp0085193 9606.ENSP00000398131
7227.FBpp0088040 9606.ENSP00000336741
7227.FBpp0079892 9606.ENSP00000318165
7227.FBpp0077406 9606.ENSP00000359991
7227.FBpp0080775 9606.ENSP00000348577
7227.FBpp0088483 9606.ENSP00000361835
7227.FBpp0290544 9606.ENSP00000318176
7227.FBpp0083075 9606.ENSP00000362063
7227.FBpp0297136 9606.ENSP00000215375
7227.FBpp0073949 9606.ENSP00000327268
7227.FBpp0080051 9606.ENSP00000276689
7227.FBpp0305654 9606.ENSP00000265500
7227.FBpp0070584 9606.ENSP00000304891
7227.FBpp0080551 9606.ENSP00000252455
7227.FBpp0071045 9606.ENSP00000264454
7227.FBpp0077129 9606.ENSP00000256398
7227.FBpp0078331 9606.ENSP00000263121
7227.FBpp0291772 9606.ENSP00000321703
7227.FBpp0304487 9606.ENSP00000339090
7227.FBpp0084021 9606.ENSP00000281828
7227.FBpp0076077 9606.ENSP00000417763
7227.FBpp0074544 9606.ENSP00000252936
7227.FBpp0085590 9606.ENSP00000365040
7227.FBpp0075046 9606.ENSP00000350098
7227.FBpp0080560 9606.ENSP00000384273
7227.FBpp0075969 9606.ENSP00000363944
7227.FBpp0079623 9606.ENSP00000456648
7227.FBpp0073308 9606.ENSP00000398290
7227.FBpp0081435 9606.ENSP00000434516
7227.FBpp0084894 9606.ENSP00000217964
7227.FBpp0070416 9606.ENSP00000257118
7227.FBpp0082597 9606.ENSP00000343144
7227.FBpp0303033 9606.ENSP00000367207
7227.FBpp0078754 9606.ENSP00000379475
7227.FBpp0080967 9606.ENSP00000299381
7227.FBpp0085368 9606.ENSP00000364310
7227.FBpp0086616 9606.ENSP00000265960
7227.FBpp0305877 9606.ENSP00000225969
7227.FBpp0085121 9606.ENSP00000223324
7227.FBpp0076738 9606.ENSP00000285814
7227.FBpp0082516 9606.ENSP00000227378
7227.FBpp0081986 9606.ENSP00000310219
7227.FBpp0086845 9606.ENSP00000410833
7227.FBpp0082406 9606.ENSP00000222270
7227.FBpp0086974 9606.ENSP00000354961
7227.FBpp0082787 9606.ENSP00000295688
7227.FBpp0084901 9606.ENSP00000346173
7227.FBpp0078414 9606.ENSP00000302967
7227.FBpp0301994 9606.ENSP00000352926
7227.FBpp0070351 9606.ENSP00000407401
7227.FBpp0087402 9606.ENSP00000315700
7227.FBpp0071172 9606.ENSP00000362592
7227.FBpp0074394 9606.ENSP00000284523
7227.FBpp0087223 9606.ENSP00000264690
7227.FBpp0070891 9606.ENSP00000343392
7227.FBpp0079251 9606.ENSP00000269385
7227.FBpp0077363 9606.ENSP00000350491
7227.FBpp0293514 9606.ENSP00000351811
7227.FBpp0074288 9606.ENSP00000362068
7227.FBpp0078365 9606.ENSP00000025008
7227.FBpp0082384 9606.ENSP00000221859
7227.FBpp0076371 9606.ENSP00000394394
7227.FBpp0073387 9606.ENSP00000359300
7227.FBpp0071954 9606.ENSP00000386212
7227.FBpp0077495 9606.ENSP00000263228
7227.FBpp0303832 9606.ENSP00000370930
7227.FBpp0076520 9606.ENSP00000409612
7227.FBpp0078850 9606.ENSP00000313490
7227.FBpp0070368 9606.ENSP00000270776
7227.FBpp0293740 9606.ENSP00000316029
7227.FBpp0100187 9606.ENSP00000354687
7227.FBpp0082464 9606.ENSP00000216442
7227.FBpp0078775 9606.ENSP00000295888
7227.FBpp0079992 9606.ENSP00000377958
7227.FBpp0297348 9606.ENSP00000312435
7227.FBpp0293225 9606.ENSP00000353622
7227.FBpp0083238 9606.ENSP00000261745
7227.FBpp0076295 9606.ENSP00000315680
7227.FBpp0077802 9606.ENSP00000409799
7227.FBpp0083863 9606.ENSP00000346440
7227.FBpp0088856 9606.ENSP00000349168
7227.FBpp0071046 9606.ENSP00000230340
7227.FBpp0071084 9606.ENSP00000247003
7227.FBpp0079735 9606.ENSP00000260947
7227.FBpp0088087 9606.ENSP00000221132
7227.FBpp0072340 9606.ENSP00000275525
7227.FBpp0080611 9606.ENSP00000256443
7227.FBpp0087680 9606.ENSP00000303408
7227.FBpp0081001 9606.ENSP00000328690
7227.FBpp0292041 9606.ENSP00000353089
7227.FBpp0080441 9606.ENSP00000368438
7227.FBpp0289620 9606.ENSP00000300093
7227.FBpp0080564 9606.ENSP00000246071
7227.FBpp0081380 9606.ENSP00000308845
7227.FBpp0080401 9606.ENSP00000308897
7227.FBpp0074566 9606.ENSP00000290810
7227.FBpp0071766 9606.ENSP00000251453
7227.FBpp0070118 9606.ENSP00000215574
7227.FBpp0292914 9606.ENSP00000264552
7227.FBpp0071892 9606.ENSP00000221801
7227.FBpp0077125 9606.ENSP00000269601
7227.FBpp0083581 9606.ENSP00000304370
7227.FBpp0081356 9606.ENSP00000339109
7227.FBpp0085915 9606.ENSP00000454786
7227.FBpp0070716 9606.ENSP00000412566
7227.FBpp0071905 9606.ENSP00000352400
7227.FBpp0078568 9606.ENSP00000292476
7227.FBpp0303281 9606.ENSP00000216277
7227.FBpp0070404 9606.ENSP00000367316
7227.FBpp0100180 9606.ENSP00000354982
7227.FBpp0086272 9606.ENSP00000284727
7227.FBpp0302902 9606.ENSP00000346196
7227.FBpp0076695 9606.ENSP00000397879
7227.FBpp0290745 9606.ENSP00000255194
7227.FBpp0088313 9606.ENSP00000263390
7227.FBpp0074653 9606.ENSP00000363193
7227.FBpp0110435 9606.ENSP00000249647
7227.FBpp0084050 9606.ENSP00000263897
7227.FBpp0083076 9606.ENSP00000225724
7227.FBpp0079409 9606.ENSP00000272322
7227.FBpp0087926 9606.ENSP00000339845
7227.FBpp0071731 9606.ENSP00000374280
7227.FBpp0085442 9606.ENSP00000267064
7227.FBpp0084818 9606.ENSP00000325017
7227.FBpp0087272 9606.ENSP00000366482
7227.FBpp0289893 9606.ENSP00000273920
7227.FBpp0084848 9606.ENSP00000384408
7227.FBpp0292999 9606.ENSP00000296464
7227.FBpp0076418 9606.ENSP00000210060
7227.FBpp0110197 9606.ENSP00000241052
7227.FBpp0079064 9606.ENSP00000325748
7227.FBpp0083266 9606.ENSP00000377867
7227.FBpp0099795 9606.ENSP00000303584
7227.FBpp0302954 9606.ENSP00000370119
7227.FBpp0088437 9606.ENSP00000003100
7227.FBpp0073809 9606.ENSP00000341083
7227.FBpp0300897 9606.ENSP00000261207
7227.FBpp0289288 9606.ENSP00000348455
7227.FBpp0081704 9606.ENSP00000418960
7227.FBpp0072746 9606.ENSP00000348786
7227.FBpp0084900 9606.ENSP00000260662
7227.FBpp0081861 9606.ENSP00000352257
7227.FBpp0291292 9606.ENSP00000264951
7227.FBpp0076028 9606.ENSP00000217893
7227.FBpp0084240 9606.ENSP00000269349
7227.FBpp0305700 9606.ENSP00000381717
7227.FBpp0087321 9606.ENSP00000318646
7227.FBpp0078203 9606.ENSP00000296802
7227.FBpp0078415 9606.ENSP00000258383
7227.FBpp0291088 9606.ENSP00000340505
7227.FBpp0072659 9606.ENSP00000296102
7227.FBpp0076172 9606.ENSP00000360498
7227.FBpp0074414 9606.ENSP00000312981
7227.FBpp0111818 9606.ENSP00000351777
7227.FBpp0073659 9606.ENSP00000310668
7227.FBpp0081665 9606.ENSP00000325074
7227.FBpp0081641 9606.ENSP00000215730
7227.FBpp0289644 9606.ENSP00000356405
7227.FBpp0078730 9606.ENSP00000433681
7227.FBpp0086842 9606.ENSP00000262554
7227.FBpp0079809 9606.ENSP00000358417
7227.FBpp0078483 9606.ENSP00000216840
7227.FBpp0078348 9606.ENSP00000235310
7227.FBpp0083898 9606.ENSP00000262803
7227.FBpp0290490 9606.ENSP00000416959
7227.FBpp0088995 9606.ENSP00000368020
7227.FBpp0075166 9606.ENSP00000261769
7227.FBpp0289804 9606.ENSP00000361998
7227.FBpp0099776 9606.ENSP00000287647
7227.FBpp0306192 9606.ENSP00000307786
7227.FBpp0089115 9606.ENSP00000362994
7227.FBpp0289788 9606.ENSP00000324560
7227.FBpp0083860 9606.ENSP00000396937
7227.FBpp0076200 9606.ENSP00000356425
7227.FBpp0082465 9606.ENSP00000265100
7227.FBpp0076359 9606.ENSP00000345156
7227.FBpp0291479 9606.ENSP00000354086
7227.FBpp0072135 9606.ENSP00000325136
7227.FBpp0073328 9606.ENSP00000376176
7227.FBpp0083801 9606.ENSP00000312122
7227.FBpp0100184 9606.ENSP00000354728
7227.FBpp0083413 9606.ENSP00000261890
7227.FBpp0078390 9606.ENSP00000229195
7227.FBpp0071834 9606.ENSP00000417335
7227.FBpp0073937 9606.ENSP00000348107
7227.FBpp0300203 9606.ENSP00000265594
7227.FBpp0083436 9606.ENSP00000005257
7227.FBpp0070864 9606.ENSP00000430432
7227.FBpp0078822 9606.ENSP00000261813
7227.FBpp0088436 9606.ENSP00000348762
7227.FBpp0080446 9606.ENSP00000466420
7227.FBpp0074650 9606.ENSP00000327821
7227.FBpp0074432 9606.ENSP00000270257
7227.FBpp0080138 9606.ENSP00000262710
7227.FBpp0086122 9606.ENSP00000353878
7227.FBpp0081168 9606.ENSP00000327758
7227.FBpp0078067 9606.ENSP00000264705
7227.FBpp0074906 9606.ENSP00000205402
7227.FBpp0074060 9606.ENSP00000322957
7227.FBpp0073201 9606.ENSP00000278568
7227.FBpp0099511 9606.ENSP00000350720
7227.FBpp0099945 9606.ENSP00000301838
7227.FBpp0289298 9606.ENSP00000367406
7227.FBpp0292147 9606.ENSP00000334564
7227.FBpp0081004 9606.ENSP00000262300
7227.FBpp0076424 9606.ENSP00000323714
7227.FBpp0076672 9606.ENSP00000425561
7227.FBpp0080706 9606.ENSP00000365625
7227.FBpp0075302 9606.ENSP00000297579
7227.FBpp0303405 9606.ENSP00000309474
7227.FBpp0079732 9606.ENSP00000366746
7227.FBpp0072446 9606.ENSP00000231487
7227.FBpp0070940 9606.ENSP00000462023
7227.FBpp0071087 9606.ENSP00000369757
7227.FBpp0078584 9606.ENSP00000358140
7227.FBpp0070729 9606.ENSP00000314004
7227.FBpp0070719 9606.ENSP00000254803
7227.FBpp0293061 9606.ENSP00000310448
7227.FBpp0071194 9606.ENSP00000362105
7227.FBpp0081355 9606.ENSP00000359688
7227.FBpp0077714 9606.ENSP00000263331
7227.FBpp0085258 9606.ENSP00000335153
7227.FBpp0074567 9606.ENSP00000285968
7227.FBpp0294043 9606.ENSP00000220592
7227.FBpp0083071 9606.ENSP00000253856
7227.FBpp0081592 9606.ENSP00000388996
7227.FBpp0080048 9606.ENSP00000329419
7227.FBpp0084875 9606.ENSP00000305442
7227.FBpp0077326 9606.ENSP00000251413
7227.FBpp0291777 9606.ENSP00000353415
7227.FBpp0305549 9606.ENSP00000386284
7227.FBpp0087152 9606.ENSP00000353770
7227.FBpp0086627 9606.ENSP00000223641
7227.FBpp0088455 9606.ENSP00000309430
7227.FBpp0076478 9606.ENSP00000465213
7227.FBpp0091090 9606.ENSP00000332790
7227.FBpp0080827 9606.ENSP00000240055
7227.FBpp0086719 9606.ENSP00000355627
7227.FBpp0086853 9606.ENSP00000364519
7227.FBpp0073313 9606.ENSP00000361423
7227.FBpp0088375 9606.ENSP00000226574
7227.FBpp0080402 9606.ENSP00000216797
7227.FBpp0089151 9606.ENSP00000269593
7227.FBpp0082043 9606.ENSP00000231572
7227.FBpp0305866 9606.ENSP00000302665
7227.FBpp0302532 9606.ENSP00000216122
