!Alpha: 0.700000!Shared Interactions vs Total Sequence Similarity: 9549 75.261419
!Global Score: 6706.878425825009
4932.YLR028C 7227.FBpp0290556
4932.YBL021C 7227.FBpp0080827
4932.YKL154W 7227.FBpp0306023
4932.YML049C 7227.FBpp0075684
4932.YPR182W 7227.FBpp0087118
4932.YBL087C 7227.FBpp0071808
4932.YGL030W 7227.FBpp0291653
4932.YBL002W 7227.FBpp0085300
4932.YER070W 7227.FBpp0079648
4932.YDL017W 7227.FBpp0078704
4932.YCL010C 7227.FBpp0083779
4932.YMR005W 7227.FBpp0076028
4932.YBR279W 7227.FBpp0078508
4932.YMR116C 7227.FBpp0300988
4932.YOR346W 7227.FBpp0072456
4932.YBR031W 7227.FBpp0079041
4932.YNL306W 7227.FBpp0303832
4932.YNL163C 7227.FBpp0079680
4932.YDR457W 7227.FBpp0085193
4932.YOL058W 7227.FBpp0081197
4932.YER065C 7227.FBpp0078332
4932.YPR047W 7227.FBpp0086720
4932.YKR101W 7227.FBpp0082433
4932.YKL081W 7227.FBpp0112403
4932.YCR075W-A 7227.FBpp0076424
4932.YIL017C 7227.FBpp0070347
4932.YDL131W 7227.FBpp0086326
4932.YBR283C 7227.FBpp0087250
4932.YNL230C 7227.FBpp0083766
4932.YOR208W 7227.FBpp0071603
4932.YPR088C 7227.FBpp0076467
4932.YPL243W 7227.FBpp0076244
4932.YFR013W 7227.FBpp0079870
4932.YGL153W 7227.FBpp0077909
4932.YOL051W 7227.FBpp0078361
4932.YPR180W 7227.FBpp0082065
4932.YBR170C 7227.FBpp0084267
4932.YCR084C 7227.FBpp0300790
4932.YBL052C 7227.FBpp0072159
4932.YGR207C 7227.FBpp0084901
4932.YBR039W 7227.FBpp0112320
4932.Q0045 7227.FBpp0084775
4932.YHR051W 7227.FBpp0081947
4932.YDR529C 7227.FBpp0084648
4932.YDR363W-A 7227.FBpp0075068
4932.YHR200W 7227.FBpp0085042
4932.YIL075C 7227.FBpp0303405
4932.YOR157C 7227.FBpp0075382
4932.YDL083C 7227.FBpp0071766
4932.YBR272C 7227.FBpp0076200
4932.YDL216C 7227.FBpp0291433
4932.YGL087C 7227.FBpp0077147
4932.YCR046C 7227.FBpp0088016
4932.YMR158W 7227.FBpp0085121
4932.YKL074C 7227.FBpp0072494
4932.YPL139C 7227.FBpp0091108
4932.YER050C 7227.FBpp0111817
4932.YGR156W 7227.FBpp0091133
4932.YOR027W 7227.FBpp0077790
4932.YNR017W 7227.FBpp0301282
4932.YOL078W 7227.FBpp0078342
4932.YHR186C 7227.FBpp0305180
4932.YIL076W 7227.FBpp0078891
4932.YBR044C 7227.FBpp0078742
4932.YHR216W 7227.FBpp0304573
4932.YGL195W 7227.FBpp0291777
4932.YDR453C 7227.FBpp0081435
4932.YCR094W 7227.FBpp0079009
4932.YNL152W 7227.FBpp0087353
4932.YML097C 7227.FBpp0078164
4932.YKL019W 7227.FBpp0077106
4932.YMR297W 7227.FBpp0073669
4932.YPR080W 7227.FBpp0304260
4932.YDL135C 7227.FBpp0074665
4932.YIL153W 7227.FBpp0300985
4932.YMR054W 7227.FBpp0079999
4932.Q0105 7227.FBpp0078919
4932.YJR048W 7227.FBpp0080446
4932.YAL030W 7227.FBpp0079676
4932.YKL139W 7227.FBpp0071848
4932.YBR274W 7227.FBpp0080441
4932.YGR278W 7227.FBpp0080638
4932.YDR224C 7227.FBpp0085249
4932.YML032C 7227.FBpp0087867
4932.YGL061C 7227.FBpp0091084
4932.YER127W 7227.FBpp0080062
4932.YBR252W 7227.FBpp0079746
4932.YLR319C 7227.FBpp0072602
4932.YJR046W 7227.FBpp0084348
4932.YNL289W 7227.FBpp0082134
4932.YDR263C 7227.FBpp0086223
4932.YOL043C 7227.FBpp0088883
4932.YHL007C 7227.FBpp0113099
4932.YPR176C 7227.FBpp0077316
4932.YOR132W 7227.FBpp0297300
4932.YIL038C 7227.FBpp0304299
4932.YMR309C 7227.FBpp0088566
4932.YGR119C 7227.FBpp0087063
4932.YNL216W 7227.FBpp0071350
4932.YFR052W 7227.FBpp0075422
4932.YNL302C 7227.FBpp0072957
4932.YGR128C 7227.FBpp0076990
4932.YPR082C 7227.FBpp0077125
4932.YPL143W 7227.FBpp0084242
4932.YGL123W 7227.FBpp0082465
4932.YLR009W 7227.FBpp0081879
4932.YHR099W 7227.FBpp0085431
4932.YEL037C 7227.FBpp0083927
4932.YDR449C 7227.FBpp0071288
4932.YNL096C 7227.FBpp0077159
4932.YAL032C 7227.FBpp0292226
4932.YOR063W 7227.FBpp0071993
4932.YNL172W 7227.FBpp0073893
4932.YHR118C 7227.FBpp0086441
4932.YNR035C 7227.FBpp0082121
4932.YER151C 7227.FBpp0074414
4932.YBR083W 7227.FBpp0301994
4932.YMR078C 7227.FBpp0077230
4932.YDR373W 7227.FBpp0291978
4932.YGR104C 7227.FBpp0088313
4932.YHR172W 7227.FBpp0075793
4932.YGR262C 7227.FBpp0076883
4932.YMR284W 7227.FBpp0074047
4932.YPR049C 7227.FBpp0072840
4932.YOR142W 7227.FBpp0070680
4932.YDL168W 7227.FBpp0081767
4932.YEL051W 7227.FBpp0288461
4932.YML120C 7227.FBpp0302902
4932.YDR488C 7227.FBpp0088428
4932.YMR094W 7227.FBpp0086875
4932.YMR143W 7227.FBpp0076152
4932.YGR118W 7227.FBpp0081263
4932.YJL177W 7227.FBpp0071518
4932.YER172C 7227.FBpp0075282
4932.YHR197W 7227.FBpp0079445
4932.YLL039C 7227.FBpp0293882
4932.YGR005C 7227.FBpp0081786
4932.YDL140C 7227.FBpp0073387
4932.YDR079C-A 7227.FBpp0290353
4932.YKL172W 7227.FBpp0085119
4932.YOL006C 7227.FBpp0076460
4932.YDR074W 7227.FBpp0304140
4932.YKR068C 7227.FBpp0073945
4932.YJR022W 7227.FBpp0072674
4932.YNL265C 7227.FBpp0075088
4932.YLR305C 7227.FBpp0074406
4932.YPL024W 7227.FBpp0303126
4932.YDR129C 7227.FBpp0110219
4932.YDR422C 7227.FBpp0110299
4932.YAL003W 7227.FBpp0079542
4932.YMR112C 7227.FBpp0302978
4932.YDR252W 7227.FBpp0086895
4932.YHR122W 7227.FBpp0075999
4932.YNL209W 7227.FBpp0082105
4932.YNL223W 7227.FBpp0077618
4932.YPL065W 7227.FBpp0302051
4932.YBR127C 7227.FBpp0100180
4932.YDR424C 7227.FBpp0086375
4932.YGR135W 7227.FBpp0071451
4932.YDR394W 7227.FBpp0073292
4932.YFR004W 7227.FBpp0078664
4932.YOL121C 7227.FBpp0074086
4932.YPL249C-A 7227.FBpp0070150
4932.YLR029C 7227.FBpp0300652
4932.YLR385C 7227.FBpp0084115
4932.YOR234C 7227.FBpp0086701
4932.YDR060W 7227.FBpp0075937
4932.YDR339C 7227.FBpp0079470
4932.YJR006W 7227.FBpp0072658
4932.YGR246C 7227.FBpp0082893
4932.YMR227C 7227.FBpp0081253
4932.YJL069C 7227.FBpp0086314
4932.YLR085C 7227.FBpp0071235
4932.YJL072C 7227.FBpp0080603
4932.YPL178W 7227.FBpp0082973
4932.YLR325C 7227.FBpp0071753
4932.YDL154W 7227.FBpp0073475
4932.YJL168C 7227.FBpp0091069
4932.YEL055C 7227.FBpp0081725
4932.YGR088W 7227.FBpp0084720
4932.YNL135C 7227.FBpp0085703
4932.YER136W 7227.FBpp0305946
4932.YMR323W 7227.FBpp0304375
4932.YDR318W 7227.FBpp0086591
4932.YOR226C 7227.FBpp0075935
4932.YLR016C 7227.FBpp0072720
4932.YNL229C 7227.FBpp0085856
4932.YJL065C 7227.FBpp0073822
4932.YPL094C 7227.FBpp0079522
4932.YML094W 7227.FBpp0290701
4932.YJR086W 7227.FBpp0076643
4932.YGR083C 7227.FBpp0071923
4932.YCR002C 7227.FBpp0076897
4932.YLR277C 7227.FBpp0083105
4932.YNR052C 7227.FBpp0289500
4932.YGR162W 7227.FBpp0076464
4932.YPL271W 7227.FBpp0073963
4932.YPR191W 7227.FBpp0075069
4932.YDR192C 7227.FBpp0083801
4932.YNL308C 7227.FBpp0075756
4932.YDL064W 7227.FBpp0074566
4932.YHL015W 7227.FBpp0083371
4932.YLR388W 7227.FBpp0081614
4932.YDR064W 7227.FBpp0070279
4932.YBR111W-A 7227.FBpp0302532
4932.YFL024C 7227.FBpp0303473
4932.YMR131C 7227.FBpp0085379
4932.YLR276C 7227.FBpp0076917
4932.YDR159W 7227.FBpp0080256
4932.YML095C 7227.FBpp0076312
4932.YLR287C-A 7227.FBpp0071888
4932.YGL068W 7227.FBpp0072659
4932.YMR300C 7227.FBpp0076654
4932.YHR085W 7227.FBpp0071102
4932.YCR003W 7227.FBpp0081076
4932.YDR254W 7227.FBpp0078730
4932.YPL063W 7227.FBpp0079008
4932.YOR194C 7227.FBpp0072788
4932.YBR234C 7227.FBpp0080255
4932.YMR106C 7227.FBpp0080322
4932.YDR283C 7227.FBpp0085148
4932.YGR078C 7227.FBpp0081882
4932.YBR118W 7227.FBpp0305302
4932.YBL019W 7227.FBpp0288680
4932.YDR080W 7227.FBpp0305699
4932.YKR038C 7227.FBpp0075139
4932.YBR128C 7227.FBpp0289788
4932.YIL160C 7227.FBpp0079472
4932.YDR172W 7227.FBpp0072130
4932.YPR020W 7227.FBpp0291555
4932.YNL052W 7227.FBpp0100186
4932.YBL079W 7227.FBpp0088820
4932.YJL026W 7227.FBpp0087152
4932.YOR362C 7227.FBpp0089041
4932.YML024W 7227.FBpp0073844
4932.YOL146W 7227.FBpp0082647
4932.YLR264W 7227.FBpp0084966
4932.YDR097C 7227.FBpp0086249
4932.YER162C 7227.FBpp0086505
4932.YBR088C 7227.FBpp0289675
4932.YDR404C 7227.FBpp0082591
4932.YOL077C 7227.FBpp0073098
4932.YLR197W 7227.FBpp0082153
4932.YLR409C 7227.FBpp0082231
4932.YMR229C 7227.FBpp0084016
4932.YAL040C 7227.FBpp0111818
4932.YAR019C 7227.FBpp0303766
4932.YMR288W 7227.FBpp0304617
4932.YJR050W 7227.FBpp0081305
4932.YOR308C 7227.FBpp0078400
4932.YLR306W 7227.FBpp0074565
4932.YER013W 7227.FBpp0080706
4932.YGR148C 7227.FBpp0289746
4932.YNL097C 7227.FBpp0091135
4932.YKL035W 7227.FBpp0086370
4932.YDL078C 7227.FBpp0289654
4932.YGL106W 7227.FBpp0070842
4932.YFR019W 7227.FBpp0088523
4932.YLR170C 7227.FBpp0083884
4932.YPL018W 7227.FBpp0288780
4932.YML103C 7227.FBpp0304737
4932.YBR103W 7227.FBpp0291631
4932.YBR278W 7227.FBpp0080880
4932.YHR119W 7227.FBpp0291454
4932.YOL087C 7227.FBpp0304695
4932.YIL103W 7227.FBpp0075861
4932.YKL007W 7227.FBpp0071461
4932.YGR020C 7227.FBpp0085483
4932.YDR113C 7227.FBpp0084900
4932.YNR053C 7227.FBpp0078203
4932.YBR055C 7227.FBpp0074835
4932.YLR055C 7227.FBpp0078055
4932.YGL201C 7227.FBpp0070141
4932.YLR129W 7227.FBpp0082995
4932.YDR207C 7227.FBpp0091090
4932.YDR408C 7227.FBpp0081261
4932.YOR283W 7227.FBpp0304089
4932.YNR001C 7227.FBpp0070871
4932.YFL022C 7227.FBpp0071138
4932.YPL160W 7227.FBpp0077251
4932.YDL164C 7227.FBpp0072041
4932.YLR323C 7227.FBpp0079616
4932.YCL029C 7227.FBpp0291772
4932.YOL076W 7227.FBpp0083238
4932.YNL236W 7227.FBpp0077722
4932.YMR293C 7227.FBpp0083132
4932.YHR102W 7227.FBpp0082276
4932.YLL014W 7227.FBpp0071818
4932.YAL002W 7227.FBpp0076695
4932.YNL317W 7227.FBpp0078362
4932.YDR021W 7227.FBpp0078754
4932.YOR356W 7227.FBpp0087472
4932.YGR193C 7227.FBpp0072631
4932.YNL037C 7227.FBpp0085117
4932.YGR232W 7227.FBpp0304481
4932.YDR427W 7227.FBpp0083860
4932.YKR094C 7227.FBpp0079606
4932.YDR013W 7227.FBpp0070175
4932.YKL078W 7227.FBpp0080211
4932.YHR165C 7227.FBpp0087124
4932.YER074W 7227.FBpp0071846
4932.YJL006C 7227.FBpp0085295
4932.YNL110C 7227.FBpp0083659
4932.YML065W 7227.FBpp0086881
4932.YLR367W 7227.FBpp0304503
4932.YFL007W 7227.FBpp0080578
4932.YPL240C 7227.FBpp0305095
4932.YER103W 7227.FBpp0082516
4932.YBL075C 7227.FBpp0075504
4932.YCR012W 7227.FBpp0303562
4932.YDR188W 7227.FBpp0073902
4932.YDL058W 7227.FBpp0112426
4932.YIR025W 7227.FBpp0085254
4932.YDR499W 7227.FBpp0071140
4932.YDR175C 7227.FBpp0084616
4932.YGR275W 7227.FBpp0085442
4932.YLR362W 7227.FBpp0082970
4932.YGR166W 7227.FBpp0086599
4932.YIR022W 7227.FBpp0081185
4932.YER106W 7227.FBpp0074693
4932.YOR069W 7227.FBpp0077206
4932.YJL002C 7227.FBpp0304506
4932.YOR036W 7227.FBpp0077022
4932.YGR253C 7227.FBpp0086066
4932.YFR010W 7227.FBpp0304059
4932.YDR101C 7227.FBpp0111322
4932.YBR181C 7227.FBpp0087321
4932.YMR277W 7227.FBpp0072249
4932.YGR274C 7227.FBpp0293442
4932.YJL030W 7227.FBpp0070907
4932.YGL174W 7227.FBpp0084787
4932.YAL013W 7227.FBpp0091055
4932.YKL003C 7227.FBpp0085915
4932.YHR205W 7227.FBpp0082682
4932.YOR326W 7227.FBpp0072306
4932.YJL014W 7227.FBpp0082787
4932.YJR058C 7227.FBpp0083502
4932.YPR119W 7227.FBpp0076819
4932.YDR088C 7227.FBpp0302954
4932.YOR141C 7227.FBpp0071173
4932.YKL013C 7227.FBpp0082597
4932.YGR233C 7227.FBpp0075275
4932.YHR007C 7227.FBpp0074374
4932.YML071C 7227.FBpp0079833
4932.YER061C 7227.FBpp0078358
4932.YMR139W 7227.FBpp0085145
4932.YOR358W 7227.FBpp0070935
4932.YHR019C 7227.FBpp0304830
4932.YOR001W 7227.FBpp0073937
4932.YHR107C 7227.FBpp0083352
4932.YOR184W 7227.FBpp0084759
4932.YKR002W 7227.FBpp0085224
4932.YOR002W 7227.FBpp0079595
4932.YBL050W 7227.FBpp0074609
4932.YEL015W 7227.FBpp0293514
4932.YAL016W 7227.FBpp0297239
4932.YHR001W-A 7227.FBpp0077859
4932.YGL092W 7227.FBpp0082137
4932.YMR047C 7227.FBpp0083851
4932.YDR473C 7227.FBpp0088537
4932.YER095W 7227.FBpp0084955
4932.YDR471W 7227.FBpp0303780
4932.YIL052C 7227.FBpp0084345
4932.YKR057W 7227.FBpp0077309
4932.YGR034W 7227.FBpp0305858
4932.YOR244W 7227.FBpp0070636
4932.YBR160W 7227.FBpp0079641
4932.YGL066W 7227.FBpp0303581
4932.YER133W 7227.FBpp0091125
4932.YNL137C 7227.FBpp0073719
4932.YLR024C 7227.FBpp0288697
4932.YBR263W 7227.FBpp0075387
4932.YJL005W 7227.FBpp0083348
4932.YEL022W 7227.FBpp0075713
4932.YGR171C 7227.FBpp0082356
4932.YLR268W 7227.FBpp0080118
4932.YGL137W 7227.FBpp0080048
4932.YOR110W 7227.FBpp0084614
4932.YDR330W 7227.FBpp0082314
4932.YDR098C 7227.FBpp0083146
4932.YPR101W 7227.FBpp0080622
4932.YPR002W 7227.FBpp0076840
4932.YGL093W 7227.FBpp0076483
4932.YCR096C 7227.FBpp0082793
4932.YGR123C 7227.FBpp0074602
4932.YGL223C 7227.FBpp0084875
4932.YDR267C 7227.FBpp0086590
4932.YML121W 7227.FBpp0081491
4932.YHR206W 7227.FBpp0076859
4932.YDR429C 7227.FBpp0084713
4932.YER165W 7227.FBpp0081324
4932.YPL017C 7227.FBpp0081545
4932.YDR148C 7227.FBpp0081834
4932.YJL068C 7227.FBpp0083245
4932.YKL002W 7227.FBpp0084340
4932.YOR270C 7227.FBpp0302939
4932.YEL050C 7227.FBpp0075941
4932.YJL190C 7227.FBpp0073623
4932.YPL096W 7227.FBpp0085324
4932.YGR108W 7227.FBpp0305561
4932.YOR224C 7227.FBpp0081216
4932.YMR236W 7227.FBpp0074237
4932.YLR439W 7227.FBpp0079304
4932.YGL135W 7227.FBpp0076458
4932.YDR016C 7227.FBpp0091121
4932.YLR216C 7227.FBpp0085482
4932.YGR240C 7227.FBpp0302781
4932.YPL180W 7227.FBpp0071072
4932.YGR220C 7227.FBpp0073906
4932.YKR060W 7227.FBpp0085279
4932.YFR036W 7227.FBpp0087216
4932.YPL146C 7227.FBpp0088856
4932.YPR189W 7227.FBpp0301595
4932.YOL001W 7227.FBpp0083153
4932.YLR043C 7227.FBpp0070717
4932.YDR255C 7227.FBpp0071476
4932.YOR115C 7227.FBpp0082570
4932.YGL151W 7227.FBpp0074653
4932.YHR124W 7227.FBpp0304060
4932.YLR212C 7227.FBpp0077326
4932.YLR371W 7227.FBpp0076487
4932.YLR425W 7227.FBpp0074061
4932.YOR317W 7227.FBpp0080759
4932.YMR080C 7227.FBpp0073433
4932.Q0275 7227.FBpp0071128
4932.YOR185C 7227.FBpp0071905
4932.YCR092C 7227.FBpp0076789
4932.YOR259C 7227.FBpp0293948
4932.YLR344W 7227.FBpp0306232
4932.YLR442C 7227.FBpp0081356
4932.YNL075W 7227.FBpp0084144
4932.YMR240C 7227.FBpp0070716
4932.YLR433C 7227.FBpp0301546
4932.YGR264C 7227.FBpp0085809
4932.YPL218W 7227.FBpp0073004
4932.YDR246W 7227.FBpp0071248
4932.YLR051C 7227.FBpp0304487
4932.YJL173C 7227.FBpp0074847
4932.YER144C 7227.FBpp0305676
4932.YIL128W 7227.FBpp0077738
4932.YNL001W 7227.FBpp0294043
4932.YBR131W 7227.FBpp0082592
4932.YBL058W 7227.FBpp0088069
4932.YDL126C 7227.FBpp0082477
4932.YNR031C 7227.FBpp0073578
4932.YBR018C 7227.FBpp0078951
4932.YJL138C 7227.FBpp0077213
4932.YDL134C 7227.FBpp0079148
4932.YLR119W 7227.FBpp0074301
4932.YGR183C 7227.FBpp0086974
4932.YMR314W 7227.FBpp0079538
4932.YOR206W 7227.FBpp0081001
4932.YHR148W 7227.FBpp0087731
4932.YMR213W 7227.FBpp0072468
4932.YKL190W 7227.FBpp0300667
4932.YHR066W 7227.FBpp0083415
4932.YDR138W 7227.FBpp0078316
4932.YGL208W 7227.FBpp0302921
4932.YPL152W 7227.FBpp0111893
4932.YKL010C 7227.FBpp0077495
4932.YLR310C 7227.FBpp0303219
4932.YCL067C 7227.FBpp0073940
4932.YOL113W 7227.FBpp0304253
4932.YOL123W 7227.FBpp0087863
4932.YLR333C 7227.FBpp0088441
4932.YPL090C 7227.FBpp0071087
4932.YPL047W 7227.FBpp0112092
4932.YGL070C 7227.FBpp0082384
4932.YPL122C 7227.FBpp0075348
4932.YOR116C 7227.FBpp0290035
4932.YOR340C 7227.FBpp0079000
4932.YMR290C 7227.FBpp0083572
4932.YDR447C 7227.FBpp0070877
4932.YJL189W 7227.FBpp0078689
4932.YLL045C 7227.FBpp0084617
4932.YDR179C 7227.FBpp0083336
4932.YNL244C 7227.FBpp0085334
4932.YKL029C 7227.FBpp0082985
4932.YLR258W 7227.FBpp0079640
4932.YFR015C 7227.FBpp0082496
4932.YMR017W 7227.FBpp0070363
4932.YIL018W 7227.FBpp0074104
4932.YDR385W 7227.FBpp0083962
4932.YGR239C 7227.FBpp0076520
4932.YGR033C 7227.FBpp0081106
4932.YMR037C 7227.FBpp0085590
4932.YPR018W 7227.FBpp0070302
4932.YDR480W 7227.FBpp0085704
4932.YBR023C 7227.FBpp0301280
4932.YJR138W 7227.FBpp0082177
4932.YGR040W 7227.FBpp0088153
4932.YLR354C 7227.FBpp0072050
4932.YGL200C 7227.FBpp0070643
4932.YHR188C 7227.FBpp0071123
4932.YER164W 7227.FBpp0099808
4932.YJR093C 7227.FBpp0078568
4932.YDL232W 7227.FBpp0088796
4932.YGL098W 7227.FBpp0076849
4932.YHR077C 7227.FBpp0080138
4932.YNL309W 7227.FBpp0073558
4932.YGR085C 7227.FBpp0304831
4932.YKL180W 7227.FBpp0070940
4932.YOR207C 7227.FBpp0084067
4932.YLR005W 7227.FBpp0078205
4932.YPL129W 7227.FBpp0074288
4932.YFL013C 7227.FBpp0082692
4932.YLR117C 7227.FBpp0070402
4932.YJL136C 7227.FBpp0074075
4932.YMR188C 7227.FBpp0082412
4932.YOR026W 7227.FBpp0091145
4932.YIL084C 7227.FBpp0091087
4932.YOL004W 7227.FBpp0091075
4932.YDR320C-A 7227.FBpp0091117
4932.YDR288W 7227.FBpp0084721
4932.YGL234W 7227.FBpp0079059
4932.YDR153C 7227.FBpp0291394
4932.YLR210W 7227.FBpp0084831
4932.YPL172C 7227.FBpp0070370
4932.YER141W 7227.FBpp0076005
4932.YKR065C 7227.FBpp0081105
4932.YBR058C 7227.FBpp0073898
4932.YHR167W 7227.FBpp0081350
4932.YFL029C 7227.FBpp0078417
4932.YGL100W 7227.FBpp0087724
4932.YLR226W 7227.FBpp0088489
4932.YPR161C 7227.FBpp0073313
4932.YDR166C 7227.FBpp0074993
4932.YNR010W 7227.FBpp0074821
4932.YBR193C 7227.FBpp0082980
4932.YKR063C 7227.FBpp0075969
4932.YPR105C 7227.FBpp0079628
4932.YLR164W 7227.FBpp0083857
4932.YPL154C 7227.FBpp0087972
4932.YML007W 7227.FBpp0080227
4932.YFL034C-B 7227.FBpp0083624
4932.YJL053W 7227.FBpp0070298
4932.YPL149W 7227.FBpp0084894
4932.YLR360W 7227.FBpp0084739
4932.YGR178C 7227.FBpp0076672
4932.YIL063C 7227.FBpp0075369
4932.YLL049W 7227.FBpp0080701
4932.YML073C 7227.FBpp0085166
4932.YPR043W 7227.FBpp0291726
4932.YLR275W 7227.FBpp0081234
4932.YNL107W 7227.FBpp0078992
4932.YBR247C 7227.FBpp0071046
4932.YFL009W 7227.FBpp0291369
4932.YMR025W 7227.FBpp0072257
4932.YCL008C 7227.FBpp0070876
4932.YBR107C 7227.FBpp0091093
4932.YCR066W 7227.FBpp0077451
4932.YKR037C 7227.FBpp0091139
4932.YBR126C 7227.FBpp0086821
4932.YGL245W 7227.FBpp0073965
4932.YIL109C 7227.FBpp0076342
4932.YHR098C 7227.FBpp0072803
4932.YJL148W 7227.FBpp0073866
4932.YAL001C 7227.FBpp0081431
4932.YJL104W 7227.FBpp0080095
4932.YBL104C 7227.FBpp0303000
4932.YJR135W-A 7227.FBpp0073338
4932.YML013W 7227.FBpp0076822
4932.YFR014C 7227.FBpp0290716
4932.YDL092W 7227.FBpp0271779
4932.YKL088W 7227.FBpp0071589
4932.YJL029C 7227.FBpp0077151
4932.YDR211W 7227.FBpp0089217
4932.YML012W 7227.FBpp0084133
4932.YKL191W 7227.FBpp0082468
4932.YMR197C 7227.FBpp0072503
4932.YJL039C 7227.FBpp0074567
4932.YER107C 7227.FBpp0071600
4932.YGR218W 7227.FBpp0079278
4932.YLR335W 7227.FBpp0112385
4932.YDL061C 7227.FBpp0111270
4932.YPR175W 7227.FBpp0082667
4932.YJL050W 7227.FBpp0078929
4932.YNR003C 7227.FBpp0293863
4932.YCL059C 7227.FBpp0077694
4932.YLR186W 7227.FBpp0070646
4932.YHR196W 7227.FBpp0080319
4932.YBL003C 7227.FBpp0091111
4932.YDR462W 7227.FBpp0083569
4932.YNL005C 7227.FBpp0076172
4932.YFR031C 7227.FBpp0080146
4932.YKL085W 7227.FBpp0081812
4932.YPL203W 7227.FBpp0088843
4932.YPL259C 7227.FBpp0081592
4932.YDL192W 7227.FBpp0088256
4932.YGR014W 7227.FBpp0079369
4932.YPR185W 7227.FBpp0289142
4932.YKR007W 7227.FBpp0083931
4932.YPR188C 7227.FBpp0088688
4932.YOR005C 7227.FBpp0073678
4932.YMR127C 7227.FBpp0070794
4932.YNR012W 7227.FBpp0076818
4932.YOL018C 7227.FBpp0292260
4932.YMR028W 7227.FBpp0080045
4932.YPL046C 7227.FBpp0071931
4932.YGR245C 7227.FBpp0087709
4932.YDR167W 7227.FBpp0077415
4932.YMR049C 7227.FBpp0088519
4932.YKR081C 7227.FBpp0085308
4932.YNL059C 7227.FBpp0078331
4932.YDL101C 7227.FBpp0080860
4932.YMR048W 7227.FBpp0080396
4932.YBR087W 7227.FBpp0099511
4932.YDL003W 7227.FBpp0086767
4932.YDR069C 7227.FBpp0303726
4932.YDL074C 7227.FBpp0078721
4932.YPL237W 7227.FBpp0071587
4932.YLR086W 7227.FBpp0302793
4932.YJR069C 7227.FBpp0078684
4932.YMR261C 7227.FBpp0089035
